model,row_count,cluster_count,channel_count,mu_log_ratio,mu_log_ratio_se,mu_log_ratio_ci95_low,mu_log_ratio_ci95_high,population_ratio,population_ratio_ci95_low,population_ratio_ci95_high,frozen_external_pass,sigma_cluster,sigma_channel,sigma_residual,median_spatial_block_log_se,optimizer_success,nll
external_clash_logR_random_intercept_cluster_channel,96,12,8,0.20762690994958702,0.048446111547525025,0.11267253131643797,0.3025812885827361,1.2307539018448044,1.1192653485791557,1.3533476836650995,True,0.07559492309006335,0.11811500171231949,0.025595071628855794,0.10305238649393306,True,-128.64267759243972
