model,row_count,cluster_count,channel_count,mu_log_ratio,mu_log_ratio_se,mu_log_ratio_ci95_low,mu_log_ratio_ci95_high,population_ratio,population_ratio_ci95_low,population_ratio_ci95_high,sigma_cluster,sigma_channel,sigma_residual,median_spatial_block_log_se,max_spatial_block_log_se,optimizer_success,nll
logR_random_intercept_cluster_channel,92,6,24,0.48886417457103976,0.06723418863537699,0.35708516484570085,0.6206431842963787,1.6304632462112083,1.4291575786558162,1.8601240597596942,0.09124668399048409,0.24552861121952596,0.16061198220611514,0.1140604128125371,0.537343796691262,True,-69.75542271677665
